date,demand,RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
2016-01-10,113049.145,44.47978703,15.7,31.5,31.3,0,N,N
2016-01-11,141133.085,88.11610079,17.2,36.4,15.8,0,N,N
2016-01-12,135006.11,62.53997502,17.1,24.8,29.1,0.8,N,N
2016-01-13,160011.075,545.7378196,16.8,42.2,25,0.2,N,N
2016-01-14,120396.335,36.37140419,16.1,18.1,3.9,0.4,N,N
2016-01-15,113244.79,30.20390307,13.6,19.2,19.7,1,N,N
2016-01-16,103046.17,23.67497011,11.9,22.3,32.6,0,N,N
2016-01-17,114097.07,29.15326195,14.9,32.7,31.5,0,N,N
2016-01-18,147817.585,43.40935802,18.6,35.3,30.4,0,N,N
2016-01-19,148612.37,49.25793525,17.9,30.9,27.2,0,N,N
2016-01-20,142471.51,53.30039877,19.3,29.1,18.6,1,N,N
2016-01-21,139450.615,55.47008954,19,26.7,14.9,0.8,N,N
2016-01-22,129135.185,42.33773277,17.5,22.8,6.5,1.6,N,N
2016-01-23,108097.845,26.97502333,17.3,21.9,23.2,7,N,N
2016-01-24,103396.3,26.41220907,16.2,22.2,23.4,5.2,N,N
2016-01-25,112649.6,27.59659014,16.7,20.9,25.7,0.4,N,N
2016-01-26,110152.815,25.27669394,16.5,29.4,28.7,0,N,Y
2016-01-27,133718.035,32.75984945,19.3,29.5,22.2,0,N,N
2016-01-28,134169.83,33.32496816,20.3,27.5,19,3.6,Y,N
2016-01-29,123615.21,32.69384721,14.4,18.3,14.3,14.2,Y,N
2016-01-30,107579.345,23.84687233,12.3,22.4,24,1.2,Y,N
2016-01-31,101279.65,23.47662571,13.9,21.8,26.3,10.6,Y,N
2016-02-01,121942.895,31.58876665,12.5,23.6,29.4,0,Y,N
2016-02-02,133989.155,35.64081616,15.4,31.5,25.5,0,Y,N
2016-02-03,122594.475,27.87604398,18.1,21,11,0.6,Y,N
2016-02-04,119919.605,22.3923782,17.3,20.9,21.7,2.4,Y,N
2016-02-05,126330.55,26.8545022,15.3,29.4,29,0,Y,N
2016-02-06,123737.01,28.72453436,16.5,32.6,28.8,0,Y,N
2016-02-07,124436.81,33.49284634,19.1,27.7,28.5,0,Y,N
2016-02-08,129327.225,33.9086031,19.2,22.9,23.3,0,Y,N
2016-02-09,131271.265,38.70567585,17.4,22.7,27.7,0,Y,N
2016-02-10,132265.005,41.37607962,17.4,23.3,25.3,0,Y,N
2016-02-11,131003.79,34.38993372,18,23.8,27.6,0,Y,N
2016-02-12,133845.52,40.62665069,16.7,24.9,27.9,0,Y,N
2016-02-13,120839.995,32.23139796,17.7,30.3,23.4,0,Y,N
2016-02-14,104364.735,26.26726968,16.4,24.5,22.9,0,Y,N
2016-02-15,120863.325,32.56207053,14,26.1,25.4,0,Y,N
2016-02-16,117062.035,29.58535343,13.7,18.4,14.5,3.6,Y,N
2016-02-17,119481.79,32.50451406,12.7,21.1,16.2,0.6,Y,N
2016-02-18,125964.185,47.40430914,15.5,22.6,20.6,1.2,Y,N
2016-02-19,122991.66,43.69489681,15.8,22,11.2,0.2,Y,N
2016-02-20,105911.71,26.30452433,15.8,20.8,23.8,0,Y,N
2016-02-21,107884.355,24.60568176,12.6,24.7,26.5,0,Y,N
2016-02-22,130527.325,55.28023145,15.6,29.5,8.4,0,Y,N
2016-02-23,156924.83,66.96065647,18.1,39.4,19.4,0,Y,N
2016-02-24,152419.415,72.24069994,22.4,25.6,15.8,0,Y,N
2016-02-25,138064.855,43.38678606,19.6,26.4,13.8,0.4,Y,N
2016-02-26,122575.935,35.55254287,15.5,23.5,19.3,0,Y,N
2016-02-27,110545.84,32.10570563,17.7,22.2,17.7,0,Y,N
2016-02-28,105781.985,30.39844268,17.7,22.7,21.5,0,Y,N
2016-02-29,125400.08,41.25807901,15,23.7,18.2,0,Y,N
2016-03-01,142242.595,96.28761922,17.3,33.7,23.4,0,Y,N
2016-03-02,145182.98,53.91107114,17.6,34.7,22.6,0,Y,N
2016-03-03,136226.12,49.55216251,17.4,23.9,21.8,0.2,Y,N
2016-03-04,149376.57,43.22741726,16.5,33,21.2,0.2,Y,N
2016-03-05,124692.315,37.4253858,20.4,23.7,11.4,1.2,Y,N
2016-03-06,117707.95,41.3206478,17.4,25.2,21.3,0,Y,N
2016-03-07,131465.825,41.14950256,18.6,24.9,7.9,3.2,Y,N
2016-03-08,160285.015,253.0320323,19.9,38.9,20.8,0.6,Y,N
2016-03-09,152599.125,66.41160339,20.8,28.5,10.8,0,Y,N
2016-03-10,135635.705,46.52161235,18.1,22.1,3.9,0.6,Y,N
2016-03-11,141414.35,49.79353314,18.8,26.1,19.6,8.4,Y,N
2016-03-12,119690.755,37.32101386,18.7,22.3,7,0.2,Y,N
2016-03-13,111329.62,30.0869621,17.7,23.2,13.8,0,Y,N
2016-03-14,105388.57,24.79442999,18.4,21.3,10.6,0,Y,Y
2016-03-15,123073.98,28.46012769,15.1,26.8,20.7,0,Y,N
2016-03-16,135047.625,54.35305581,15.3,31.4,18.9,0,Y,N
2016-03-17,143184.805,49.4911015,18.3,32.5,19.6,0,Y,N
2016-03-18,118189.72,33.97202362,15.2,19.5,6.7,13.4,Y,N
2016-03-19,105484.1,48.71748998,12,18.8,10.7,5.8,Y,N
2016-03-20,100394.06,47.17506412,10.1,23.3,19,0.2,Y,N
2016-03-21,117796.715,49.67654935,11.2,23.5,19.7,0,Y,N
2016-03-22,124081.46,56.87274821,11.4,24.3,21.1,0,Y,N
2016-03-23,126074.895,44.26219138,13.7,28.8,12.7,0,Y,N
2016-03-24,125072.73,42.35494432,16.3,21.2,10.4,0,N,N
2016-03-25,101740.89,30.22185548,15.9,20.4,14.4,0,N,Y
2016-03-26,102726.745,30.53949743,14.1,20.2,8.2,0.4,N,Y
2016-03-27,98324.645,25.86103521,14.3,19.9,14,1,N,Y
2016-03-28,102746.6,27.58617697,9.4,19.2,13,0.2,N,Y
2016-03-29,118281.13,31.07095135,14.5,17.9,5.7,0,N,N
2016-03-30,122625.21,29.06251382,15.5,18.7,8.5,0,N,N
2016-03-31,122964.715,21.90202897,11.3,22.7,17.1,0,N,N
2016-04-01,116321.6,14.49079665,13.1,26.5,16.7,0,N,N
2016-04-02,102832.72,13.56898646,15.5,19.5,8.3,0,N,N
2016-04-03,102084,15.80399954,11.3,18.8,15.4,0,N,N
2016-04-04,120445.735,38.46855031,9.7,21.2,18.4,0,N,N
2016-04-05,120371.235,21.42320815,12.3,29,17.1,0,N,N
2016-04-06,125657.125,45.52080455,13.6,15.6,3.9,12.8,N,N
2016-04-07,125663.33,52.13196852,8.3,18.4,13.1,6.8,N,N
2016-04-08,124266.885,75.35781074,11.9,20,9.6,0,N,N
2016-04-09,109044.9,73.13914453,10.4,22.3,13,0,N,N
2016-04-10,99845.345,35.12054575,13.6,23.5,9.6,0,N,N
2016-04-11,118614.005,62.30651081,14.5,20.1,14.1,0,N,N
2016-04-12,123808.76,62.9645525,14,18.7,13.5,0.2,Y,N
2016-04-13,124686.63,77.21022318,11.3,20,12.6,0.2,Y,N
2016-04-14,126519.065,92.92520704,11.6,27,12.7,0,Y,N
2016-04-15,124721.485,81.71784794,13.4,27,15.9,0,Y,N
2016-04-16,108525.965,51.52896856,14,20.3,8.3,0,Y,N
2016-04-17,100526.305,39.12944308,13.1,19.8,14.7,0,Y,N
2016-04-18,123441.82,61.62911492,9.8,25,15,0,Y,N
2016-04-19,126846.445,54.57119179,13.6,27.4,14.5,0,Y,N
2016-04-20,125204.785,40.0536623,15.3,28,14,0,Y,N
2016-04-21,125514.14,55.74046858,17.1,24.2,5.6,0.4,Y,N
2016-04-22,120124.305,52.29655518,14.6,16.7,7.9,21.6,Y,N
2016-04-23,108773.745,36.7345262,12.3,18.6,8.5,0,Y,N
2016-04-24,105642.28,30.68045485,9.1,20,14.8,0,Y,N
2016-04-25,104072.435,39.08786122,9.9,25,14.8,0,Y,Y
2016-04-26,117437.665,56.43641514,11.3,25.6,14.6,0,Y,N
2016-04-27,118531.5,19.4111381,13,25.4,13.5,0,Y,N
2016-04-28,126847.02,60.58197893,19.8,24.9,5.3,0,Y,N
2016-04-29,122054.13,51.74834177,16.9,20.6,3.7,0.4,Y,N
2016-04-30,103505.195,27.10790618,16.4,24.1,12.7,6.2,Y,N
2016-05-01,98873.535,31.87421762,14.4,17,9,9.8,Y,N
2016-05-02,116969.63,37.34851758,9,18.4,12.3,0.4,Y,N
2016-05-03,119014.445,22.24291908,12.3,20.1,8.8,0,Y,N
2016-05-04,124525.185,47.7538426,9.8,18.2,11.8,0.2,Y,N
2016-05-05,118192.055,27.23225297,12.6,20.5,12.3,0,Y,N
2016-05-06,120421.32,64.31705658,15.9,24.7,13.2,0,Y,N
2016-05-07,106052.64,46.62702428,11.4,25.7,12.6,0,Y,N
2016-05-08,103487.28,59.14011232,15.5,20.4,3.5,5.4,Y,N
2016-05-09,119781.135,100.8140427,15.4,22.2,6.7,0.8,Y,N
2016-05-10,119611.88,36.9801066,13.7,17.2,7.6,12,Y,N
2016-05-11,123616.28,59.84988166,12.2,17.4,6.3,0.2,Y,N
2016-05-12,120693.53,53.79609684,14.1,21.4,6.1,0.2,Y,N
2016-05-13,118800.07,52.36555156,15.9,21.6,9.9,0,Y,N
2016-05-14,101945.995,28.27876737,14.5,21.7,12.6,0,Y,N
2016-05-15,99697.62,37.07654106,15,22,6.7,0,Y,N
2016-05-16,121182.695,41.91676316,7.7,19.6,8.9,0,Y,N
2016-05-17,124209.405,68.33332655,11.4,17.1,5.4,0.2,Y,N
2016-05-18,124352.215,70.58882764,13,19.3,7.2,0,Y,N
2016-05-19,124392.29,44.40335829,14.6,18.4,2.2,0,Y,N
2016-05-20,127705.84,79.7959074,11.6,17.4,8.3,1.8,Y,N
2016-05-21,112336.78,45.74527142,8.1,18.5,8.9,0,Y,N
2016-05-22,101618.98,24.19265246,9.2,22.2,8.5,0,Y,N
2016-05-23,121424.42,10.80151908,12.8,17.2,7.1,2.2,Y,N
2016-05-24,131916.405,45.21384715,10.7,15.8,7.3,1.8,Y,N
2016-05-25,132170.05,66.25853483,7.6,15.6,4.9,0,Y,N
2016-05-26,137080.875,99.42483313,10.3,12.5,3.1,12.4,Y,N
2016-05-27,134317.62,68.19342854,9.2,14.4,8,4.8,Y,N
2016-05-28,119938.795,81.99013458,5.7,13.2,6.2,0.6,Y,N
2016-05-29,118751.965,68.71547404,8.7,13.9,6.5,4.2,Y,N
2016-05-30,134983.955,115.7846736,7.2,15.4,9.5,0,Y,N
2016-05-31,140402.15,156.4647226,3.6,17.4,9.5,0,Y,N
2016-06-01,141195.03,168.8527592,4.8,17,8.2,0,Y,N
2016-06-02,141292.56,180.9103503,4.8,12.8,9.2,0,Y,N
2016-06-03,137717.255,175.8546299,6.8,14.1,8.5,0,Y,N
2016-06-04,122764.33,126.7499719,9.8,13.4,3.7,6.2,Y,N
2016-06-05,116052.805,122.7887776,10.5,14.1,3.3,3.4,Y,N
2016-06-06,134829.755,107.4456121,8.9,14.5,7.1,1.4,Y,N
2016-06-07,135306.005,88.32696291,10.5,15.3,4.7,0,Y,N
2016-06-08,137305.355,91.3156602,9.7,14.7,4.7,1.2,Y,N
2016-06-09,132859.305,50.23897194,10.8,17.5,6,1.4,Y,N
2016-06-10,132209.515,47.42579878,10.4,15.8,6.6,0,Y,N
2016-06-11,120753.43,55.59096958,9,13.5,6.5,3,Y,N
2016-06-12,122771.53,77.21528799,5,13.8,7.3,0.6,Y,N
2016-06-13,122106.95,95.06477463,3.8,13.4,9,0,Y,Y
2016-06-14,138466.56,90.84510926,8.6,15.6,8.3,0,Y,N
2016-06-15,140904.59,92.41624585,6,17.9,9.2,0,Y,N
2016-06-16,140741.165,89.92914895,7.8,14.3,5.1,0,Y,N
2016-06-17,138023.11,99.57367451,9.3,15.1,3.5,4.2,Y,N
2016-06-18,123162.185,62.93401613,10,12.7,5.3,8.6,Y,N
2016-06-19,119662.165,79.38482177,7.3,13.5,7.2,0.4,Y,N
2016-06-20,134435.115,114.875078,9.1,13.2,3.4,3.6,Y,N
2016-06-21,137511.315,62.15476411,10.4,14.7,7,3.2,Y,N
2016-06-22,133813.285,58.75903858,11.2,15.4,6.6,0,Y,N
2016-06-23,136740.005,78.31898019,10.4,14.8,7.2,0.6,Y,N
2016-06-24,144658.38,67.9384962,6.9,10.7,5.8,13.8,N,N
2016-06-25,131730.835,99.7632508,5.6,12.7,8.8,2,N,N
2016-06-26,126455.935,120.4411006,3,11.1,7.7,0.2,N,N
2016-06-27,148639.995,127.3466076,4.8,10.6,4.7,0.2,N,N
2016-06-28,142146.31,110.2803903,5,17,7.8,0.2,N,N
2016-06-29,136071.965,80.12524308,8.9,15.8,8.9,0.2,N,N
2016-06-30,141078.46,115.1178955,10.3,11.7,5.6,0,N,N
2016-07-01,136676.715,117.7120479,7.3,14.1,7.1,6.4,N,N
2016-07-02,118683.565,90.45652378,9.9,16.5,6.7,0.2,N,N
2016-07-03,112556.405,68.59708917,10.9,16.7,7.8,0,N,N
2016-07-04,135712.245,124.1368856,10.4,12.7,3.6,0,N,N
2016-07-05,142401.795,147.1876919,8.2,12.8,1.8,0.6,N,N
2016-07-06,134056.095,116.6821116,9.8,13,4.6,22.6,N,N
2016-07-07,138768.045,176.9120362,10.5,13.7,4.1,3.8,N,N
2016-07-08,136690.05,114.844203,9.7,15.3,7.4,0.8,N,N
2016-07-09,122369.535,105.5485761,5.3,15.2,9.5,0.2,N,N
2016-07-10,119218.23,36.16721233,6.5,14.2,3.6,0,N,N
2016-07-11,128207.125,44.85808004,8.3,16,7.6,3.6,N,N
2016-07-12,137582.195,49.15948572,10.7,13.7,8.1,0,Y,N
2016-07-13,145728.26,65.91496492,4.5,12,9,0.4,Y,N
2016-07-14,144103.705,76.11745262,6.6,14,7.8,1,Y,N
2016-07-15,141166.85,79.50760048,8.8,14.1,7.2,0,Y,N
2016-07-16,120659.15,73.69441877,7.8,13.7,10.2,0,Y,N
2016-07-17,113418.125,48.7884053,3.1,16.1,10.3,0,Y,N
2016-07-18,127367.015,43.8915187,9.6,17.7,8.8,0,Y,N
2016-07-19,137028.05,49.45378979,12.6,16,5.7,0,Y,N
2016-07-20,136850.14,52.33155194,9.8,16.1,9.2,1.8,Y,N
2016-07-21,136127.125,44.92653284,6.9,18.1,7.4,1.8,Y,N
2016-07-22,128777.82,21.09171887,9.2,18.3,5.1,7.8,Y,N
2016-07-23,119888.575,62.70928693,7.5,11.6,9,2.8,Y,N
2016-07-24,120126.905,52.22700853,4.7,11.4,10.3,0.8,Y,N
2016-07-25,138134.635,37.98018661,6.3,14.3,7.5,0,Y,N
2016-07-26,146465.69,47.97124596,6.5,11,7.2,4.8,Y,N
2016-07-27,143209.755,36.39746278,7.5,12.9,6.9,0.4,Y,N
2016-07-28,142341.635,41.56189875,6.9,15.2,6.3,0,Y,N
2016-07-29,139822.93,33.86968192,10.2,15.3,5,0,Y,N
2016-07-30,121548.535,24.84952843,9.1,13.8,8.5,2.4,Y,N
2016-07-31,114481.28,33.77825209,10.3,17,11.3,2,Y,N
2016-08-01,137934.845,45.97912937,11.2,14.4,5.2,2.8,Y,N
2016-08-02,137301.69,48.59799058,8.5,13.4,11.2,14.4,Y,N
2016-08-03,140922.715,58.02954936,8.7,12.8,8.4,2.8,Y,N
2016-08-04,142671.51,51.56528219,4.9,14.6,11.1,0.8,Y,N
2016-08-05,145491.33,70.2031165,3.4,14.6,8.7,0,Y,N
2016-08-06,130907.095,54.3980783,5.8,14.4,7,0,Y,N
2016-08-07,120379.285,32.88478992,7.6,16.6,10.4,0,Y,N
2016-08-08,138506.45,35.11782073,5,14.2,8,0,Y,N
2016-08-09,132819.535,29.29351974,9.7,18.9,7.8,0,Y,N
2016-08-10,130616.67,22.41944079,9.6,15.3,11.3,0,Y,N
2016-08-11,138368.4,39.80646362,6.8,15.7,10.3,8.2,Y,N
2016-08-12,134885.67,41.09220007,7.7,14.1,11.7,0,Y,N
2016-08-13,120382.805,38.81095608,7.9,15.1,9.5,1.6,Y,N
2016-08-14,113066.245,33.06116,8.5,18.7,11.6,0.2,Y,N
2016-08-15,127906.24,39.83893843,10.2,18.1,13.4,0,Y,N
2016-08-16,124975.11,24.45390447,10,18.2,13.5,0,Y,N
2016-08-17,132561.22,40.89160699,12.5,15.6,9.6,0.4,Y,N
2016-08-18,123434.505,27.47109329,7.1,21.6,13.1,0,Y,N
2016-08-19,132569.74,27.60134081,15.3,16.4,2.7,0.2,Y,N
2016-08-20,121052.06,25.00246694,6.9,13.6,9.7,9.4,Y,N
2016-08-21,119118.545,38.91325563,9.5,14.8,7,1.2,Y,N
2016-08-22,139203.5,59.99534067,7.8,16,8.7,5.6,Y,N
2016-08-23,138640.39,73.18959371,7,13.4,14.2,11,Y,N
2016-08-24,141122.795,114.0039598,3.7,12.7,14,0,Y,N
2016-08-25,139724.025,74.66305514,6.5,13,13.5,1.2,Y,N
2016-08-26,139920.545,67.6277533,7.2,14.4,8.8,0.6,Y,N
2016-08-27,119573.22,31.80817961,9.3,16.3,11.7,0,Y,N
2016-08-28,114832.425,29.44768103,10.5,19,12.2,0,Y,N
2016-08-29,125055.69,39.1423789,8.7,20.4,14.2,0,Y,N
2016-08-30,133748.44,53.186931,10.2,16.8,5.2,0,Y,N
2016-08-31,128834.065,32.5590174,12.8,20.2,10.1,0.8,Y,N
2016-09-01,134246.165,46.80878786,11.6,15.5,8.8,0,Y,N
2016-09-02,135273.325,52.63679288,9.6,15,9.6,0.4,Y,N
2016-09-03,118621.96,35.27078286,10,15.7,12.9,0.2,Y,N
2016-09-04,110986.005,24.51210764,10.1,16.9,10,0.2,Y,N
2016-09-05,127275.815,38.21246963,12.8,18.4,11.7,0,Y,N
2016-09-06,129542.365,28.69264595,9.2,21.5,15.8,0,Y,N
2016-09-07,123307.02,24.18242139,9.6,21,16.7,0,Y,N
2016-09-08,117722.95,12.50431916,13.1,23.3,16,0,Y,N
2016-09-09,125432.605,23.40099927,16,16.7,5.9,0.6,Y,N
2016-09-10,111412.995,38.55990885,11.5,14.3,7.9,9.4,Y,N
2016-09-11,109125.215,50.34788201,7.3,17,11.8,1.2,Y,N
2016-09-12,130967.28,68.17720324,9.9,13.6,7,1.6,Y,N
2016-09-13,134720.155,62.06847556,9.6,14.6,2.8,9,Y,N
2016-09-14,130650.88,54.8405242,10.5,16.1,13.2,20.6,Y,N
2016-09-15,134234.45,42.81991758,8.7,14.6,6.9,2,Y,N
2016-09-16,131734.105,47.04374731,9,15.7,12.5,13.4,N,N
2016-09-17,106709.54,36.02869126,11.1,19.8,18.8,0,N,N
2016-09-18,110314.625,48.34486635,10.8,12.5,5.5,0.4,N,N
2016-09-19,127391.09,56.44254935,8.5,16.3,16.2,0.2,N,N
2016-09-20,122664.305,43.17737957,9.1,18.8,18.5,0,N,N
2016-09-21,127208.57,52.28283459,10.9,15.2,8.8,1.2,N,N
2016-09-22,131357.34,55.70187271,9.6,13.4,9.9,1.2,N,N
2016-09-23,127420.43,46.53870327,9.8,16.5,16.5,0.6,N,N
2016-09-24,106776.275,43.55659982,10,20.1,18.4,0,N,N
2016-09-25,105931.555,37.69847947,9.5,14.7,17.1,5.8,N,N
2016-09-26,124343.19,47.67147027,8.1,16.9,13.6,0.6,N,N
2016-09-27,126888.77,49.79450443,7.4,14.8,13.4,12.6,N,N
2016-09-28,121143.25,32.43171472,7.5,19.3,19.6,2.2,N,N
2016-09-29,122858.49,37.59600105,12.5,16.7,16.2,1.8,N,N
2016-09-30,113439.775,33.06369262,9.3,16.4,16.6,2,N,Y
2016-10-01,109181.26,20.48609587,11.6,18.6,11.9,1.6,N,N
2016-10-02,97992.93,13.65687019,12.1,24,18.7,0,N,N
2016-10-03,115839.01,21.60174363,11.1,15.9,13.7,9.2,N,N
2016-10-04,124089.47,23.00178132,10.6,17.1,13.2,2,Y,N
2016-10-05,128558.385,41.11513272,8,17.1,7.5,2.8,Y,N
2016-10-06,115898.54,30.1895728,9.7,27.2,22.6,0,Y,N
2016-10-07,116197.73,37.3391043,14.1,22.5,7.8,0,Y,N
2016-10-08,101300.775,35.21034382,9.7,16.9,23,0,Y,N
2016-10-09,94954.16,15.90301462,9.5,22,14.1,0,Y,N
2016-10-10,116831.43,27.65471777,13,16.8,18.4,0.8,Y,N
2016-10-11,124665.82,38.19994573,7.5,15.1,16.7,1.4,Y,N
2016-10-12,128612.3,44.77064554,10.2,15.4,12.9,0,Y,N
2016-10-13,128242.765,58.35308518,6.8,14.6,22.8,4.2,Y,N
2016-10-14,121731.485,43.9665066,5.2,22.7,24.5,0.2,Y,N
2016-10-15,97887.485,12.69832874,9.4,24.8,21.8,0,Y,N
2016-10-16,101793.035,22.02909542,17.4,23.1,8,0,Y,N
2016-10-17,116042.845,29.59668164,9.8,18.9,14.8,9.8,Y,N
2016-10-18,123265.44,36.72121271,9.6,16.6,16.5,1,Y,N
2016-10-19,126362.045,60.68302782,7.5,16.5,22.1,2.6,Y,N
2016-10-20,114867.16,27.42582623,6.8,21.8,25.6,0,Y,N
2016-10-21,122975.285,43.24473226,14.8,17.6,1.9,0,Y,N
2016-10-22,114184.195,38.71113076,6.9,13.2,16.9,16.4,Y,N
2016-10-23,111289,40.91855691,7.9,14.1,18.7,8.8,Y,N
2016-10-24,125270.165,66.51336615,9.4,17.1,20.3,0.4,Y,N
2016-10-25,117138.355,37.02214641,9.6,25.7,23.1,0.2,Y,N
2016-10-26,121605.395,55.41635284,16.5,18.5,9,0,Y,N
2016-10-27,120142.43,43.4805405,10.1,15.4,25.8,0.2,Y,N
2016-10-28,119820.71,54.50974512,6.3,16.6,26.5,0,Y,N
2016-10-29,104191.105,21.28564824,9.3,25.6,25.8,0,Y,N
2016-10-30,94325.72,6.869134505,12.7,28,19.5,0,Y,N
2016-10-31,110661.43,19.08090112,7.9,17.5,19,1.8,Y,N
2016-11-01,104976.21,17.41820196,9.4,18.4,17.7,0.4,Y,Y
2016-11-02,119904.48,46.64566901,9.7,18.5,13.3,0.4,Y,N
2016-11-03,118677.495,60.22104759,10,19.1,28,0,Y,N
2016-11-04,113666.485,25.9523502,10.2,29.2,24.9,0,Y,N
2016-11-05,101810.75,15.26468717,10,16.8,10.8,0,Y,N
2016-11-06,96934.925,24.15876196,11.5,21.4,25.2,0,Y,N
2016-11-07,116230.34,30.36705791,14.6,25.9,15.9,0,Y,N
2016-11-08,117794.595,53.92200303,11,18.2,28.9,0.2,Y,N
2016-11-09,122131.115,55.66220339,9.2,17.4,22,0,Y,N
2016-11-10,122634.53,48.70697146,11.9,17.5,20.3,0,Y,N
2016-11-11,117953.885,26.82398291,8.4,23.8,29.1,0,Y,N
2016-11-12,99907.32,10.83211626,13.2,25.5,17,2,Y,N
2016-11-13,96805.925,10.72564183,11.7,19,9.7,2,Y,N
2016-11-14,116817.15,39.49973783,11.5,15.9,14.8,8.6,Y,N
2016-11-15,119905.59,26.90838749,11,19.2,17.1,0,Y,N
2016-11-16,122146.66,35.63068442,11.9,21.6,25.8,0,Y,N
2016-11-17,122464.645,28.55507656,12,31.4,28.8,0,Y,N
2016-11-18,121441.05,31.77579932,15.3,18.9,15.6,0,Y,N
2016-11-19,106868.5,24.65599304,11.7,19.4,29.9,0,Y,N
2016-11-20,112098.335,43.08594969,11.9,33.3,22.1,0,Y,N
2016-11-21,138681.815,51.0352654,17.9,35,19.8,0,Y,N
2016-11-22,126617.72,37.02129178,14.5,14.9,1.5,8.6,Y,N
2016-11-23,118119.01,41.91226779,11,16.8,16.9,5.4,Y,N
2016-11-24,120308.545,38.05940327,10.3,17,21.6,2.2,Y,N
2016-11-25,116011.565,27.61649096,10.9,17.9,15.7,0.8,Y,N
2016-11-26,104700.055,23.79058297,12.2,17.4,18.8,0,Y,N
2016-11-27,102718.9,37.00394515,11.6,16.3,10.1,0.4,Y,N
2016-11-28,118666.37,65.39277902,12.2,19.6,24.4,0.2,Y,N
2016-11-29,119169.17,63.42996415,10.4,20,31,0.2,Y,N
2016-11-30,121067.59,76.02598021,13.3,18.9,9.6,0,Y,N
2016-12-01,113024.02,56.01230684,12.9,21.9,28,0,Y,N
2016-12-02,109318.355,41.49943678,13,21.6,29.7,0,Y,N
2016-12-03,98899.495,29.20305213,9.9,23.9,31.2,0,Y,N
2016-12-04,97300.36,43.73274195,12.7,31.7,14.1,0,Y,N
2016-12-05,109670,25.29438487,16.9,21.5,21.6,2.4,Y,N
2016-12-06,111228.06,48.41248781,12.8,20.8,24.2,0,Y,N
2016-12-07,112738.08,44.72205906,10.5,28.3,30.8,0,Y,N
2016-12-08,105445.65,25.85386173,15.4,23.2,11.6,2.2,Y,N
2016-12-09,105664.09,25.11819531,10,17.3,23.2,6.6,Y,N
2016-12-10,98622.865,19.31166859,11.2,18.8,24.2,0.2,Y,N
2016-12-11,93673.19,16.39668788,12.9,19.3,27,1,Y,N
2016-12-12,120390.11,45.15757294,10.7,32.8,30,0,Y,N
2016-12-13,128831.65,44.69302354,16.5,36.3,14.1,0,Y,N
2016-12-14,111423.765,19.91910633,15.7,19.3,21.3,0,Y,N
2016-12-15,107072.36,31.14530846,11.7,18.6,30.8,0,Y,N
2016-12-16,113698.06,48.8568848,9.7,25.5,20.5,0,Y,N
2016-12-17,90227.48,23.57623123,15.1,20.9,22.5,0,Y,N
2016-12-18,90911.085,26.49359939,10,17.5,30.3,0,Y,N
2016-12-19,109260.305,28.68483237,8.8,30.2,29.3,0,Y,N
2016-12-20,106451.255,16.12985685,14.4,21.5,26,3,N,N
2016-12-21,104389.51,21.34587505,13.5,19.9,28.8,0.2,N,N
2016-12-22,105513.235,20.97623583,14.6,20,29.6,0,N,N
2016-12-23,112247.945,24.32934519,12.5,26.3,28.7,0,N,N
2016-12-24,114843.875,34.69311119,16.2,34.9,26.3,0.8,N,N
2016-12-25,114468.17,28.64742992,16.4,36.3,32.3,0.2,N,N
2016-12-26,106284.83,22.91035559,25.4,29.3,10.2,0,N,Y
2016-12-27,99701.43,23.8135374,18,29.8,5.8,1.6,N,Y
2016-12-28,123693.52,40.28250982,20.3,38.2,15.1,1,N,N
2016-12-29,135571.795,47.14500558,27,33.5,15.7,0,N,N
2016-12-30,112141.83,24.06507765,20.1,27.8,28.8,20.4,N,N
2016-12-31,95728.15,17.59822922,17.3,23.8,30.8,0,N,N
2017-01-01,89403.145,25.8467611,16.8,21.1,8.5,0,N,Y
2017-01-02,86507.47,30.61870288,14.8,17.8,7.8,0.4,N,Y
2017-01-03,97564.745,28.68695469,14.6,19.5,25.9,0.4,N,N
2017-01-04,116606.795,56.97278071,13.3,29.3,31.6,0,N,N
2017-01-05,128079.845,73.45825987,18.5,31.7,29.7,0,N,N
2017-01-06,136308.735,97.69920084,18.3,35.2,30.1,0,N,N
2017-01-07,134955.02,77.60299799,20.9,36.7,28.5,0,N,N
2017-01-08,122777.025,69.22481073,28,33.1,29.3,0,N,N
2017-01-09,116211.99,68.09952522,18.5,24.4,14.3,0,N,N
2017-01-10,120366.32,72.81305685,17.7,26.2,28.6,0,N,N
2017-01-11,111595.855,65.74451094,16.6,24.3,25.9,0,N,N
2017-01-12,118783.945,70.49040546,14.9,26.5,30.7,0,N,N
2017-01-13,111341.675,70.01219456,17.5,28.8,1.3,1.4,N,N
2017-01-14,88996.625,42.29483485,15.2,23.5,16.5,2.6,N,N
2017-01-15,90294,55.44429634,15.2,21.5,22.7,0,N,N
2017-01-16,120928.705,108.1670628,12.2,32.7,30.5,0,N,N
2017-01-17,140517.65,129.2376575,16.4,37.8,25.5,0,N,N
2017-01-18,111211.35,75.16561944,15.6,20.8,27.5,0,N,N
2017-01-19,112371.41,62.88513035,11,23.4,29.7,0,N,N
2017-01-20,107937.685,38.99311604,16.1,20.8,13.2,22.6,N,N
