date,demand,RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
2017-01-21,96779.07,46.47911443,15.3,22.6,25.1,0.6,N,N
2017-01-22,103291.61,60.78453185,12.7,29.6,30.3,0,N,N
2017-01-23,141332.055,79.11439769,17.8,36.7,19.2,0,N,N
2017-01-24,115664.16,59.81718215,19.1,22,27.6,0.6,N,N
2017-01-25,111936.7,58.87513245,13.5,21.1,29.8,0,N,N
2017-01-26,98590.06,37.84489775,16.4,21.2,16.9,0,N,Y
2017-01-27,112513.82,69.65718196,17,23.6,29.3,0,N,N
2017-01-28,108336.53,74.06254286,15,29.2,29.2,0,N,N
2017-01-29,109020.58,76.58688725,15.1,27,29.4,0,N,N
2017-01-30,124292.955,96.16858429,17.8,30,3.7,0,N,N
2017-01-31,112863.01,58.79126706,16.5,22.1,26.8,3,Y,N
2017-02-01,114133.73,66.86330309,14.3,20.6,9.3,0,Y,N
2017-02-02,110669.27,82.46801369,14.2,24.1,28.2,0,Y,N
2017-02-03,117452.27,87.11101457,15.4,27.6,28.1,0,Y,N
2017-02-04,117361.7,80.81731255,14.6,35.9,27.3,0,Y,N
2017-02-05,110384.275,113.8703652,18.5,30.7,9.3,0,Y,N
2017-02-06,108761.37,92.10179585,15.1,18,3.9,32.4,Y,N
2017-02-07,111543.81,69.06961085,15.4,27.6,27.9,0,Y,N
2017-02-08,142213.66,135.0612793,16.5,36,27.7,0,Y,N
2017-02-09,155060.61,156.6995615,20.3,36,24.4,0,Y,N
2017-02-10,138793.59,213.3394317,18.7,27.1,21.3,0,Y,N
2017-02-11,111983.51,97.6080054,18.5,24.6,21,0,Y,N
2017-02-12,89003.15,19.86511394,15.1,19.9,12.6,2,Y,N
2017-02-13,104844.105,69.04132793,14,21,20.5,0,Y,N
2017-02-14,111613.05,90.69389262,14.5,19.5,15.6,0.6,Y,N
2017-02-15,116299.39,79.04437965,10,31.5,26,0,Y,N
2017-02-16,119947.59,112.8870329,14.9,23.6,23.2,0,Y,N
2017-02-17,111885.97,93.73260963,13.7,25.5,18.4,0,Y,N
2017-02-18,95623.35,49.81815886,13.3,18.9,16.1,0,Y,N
2017-02-19,91280.025,53.12020553,11.7,17.3,9.9,0,Y,N
2017-02-20,105341.865,93.72670141,11.6,20.3,22.4,3.6,Y,N
2017-02-21,112351.47,103.2484286,10.1,24,25,0.2,Y,N
2017-02-22,116690.17,78.05783525,12.8,33.3,23.1,0,Y,N
2017-02-23,117948.685,102.3617733,15.9,25,23.5,0,Y,N
2017-02-24,111229.52,98.21079741,15.8,20,13.2,1.4,Y,N
2017-02-25,95046.905,45.60929044,13.7,19.4,23.9,0,Y,N
2017-02-26,100495.615,56.02642017,13.2,29.8,24.2,0,Y,N
2017-02-27,131090.775,96.55007159,15.6,33.1,23.9,0,Y,N
2017-02-28,140167.5,99.94563946,17.3,33.6,23.6,0,Y,N
2017-03-01,137291.97,86.00399901,16.6,30.5,23.7,0,Y,N
2017-03-02,127633.275,85.49844546,17.7,23.3,22,0,Y,N
2017-03-03,124311.33,73.92929944,18.1,28.6,18.1,0,Y,N
2017-03-04,116083.295,77.59564369,16.1,27.4,23,0,Y,N
2017-03-05,103539.02,45.4607457,17.6,25.4,16.8,0.2,Y,N
2017-03-06,116447.855,56.63414738,17.7,27.4,22.3,0,Y,N
2017-03-07,117931.46,57.516139,15,28.2,22.4,0,Y,N
2017-03-08,124370.765,73.92313207,14.2,31.5,22.1,0,Y,N
2017-03-09,129649.25,83.88968655,15,32.3,21.1,0,Y,N
2017-03-10,125346.075,82.03453762,18.5,23.8,19.4,0,Y,N
2017-03-11,108816.81,50.76232609,18,26.4,13.9,0,Y,N
2017-03-12,102617.51,42.48056056,17.9,27.1,19.6,0,Y,N
2017-03-13,104468.9,66.84372206,15.7,24.3,20.7,0.2,Y,Y
2017-03-14,133227.785,101.4423563,18.8,32.7,20.8,0,Y,N
2017-03-15,139672.835,102.0122176,20.8,33.2,18.9,0,Y,N
2017-03-16,124255.975,87.89402085,21.7,23,4.8,1.8,Y,N
2017-03-17,111612.075,70.74607288,15.8,22.1,20.1,0,Y,N
2017-03-18,107731.78,68.87709703,12.4,30.8,19.9,0,Y,N
2017-03-19,113593.82,121.1220102,14.5,33.5,19.7,0,Y,N
2017-03-20,131980.985,184.8234791,19.3,28,11.3,0,Y,N
2017-03-21,127625.365,112.9036926,19.9,26.1,6.1,4.4,Y,N
2017-03-22,114696.37,77.00028631,17.8,21.8,7.3,9.2,Y,N
2017-03-23,111632.835,97.82305958,16.2,25.1,17.2,0,Y,N
2017-03-24,115411.41,118.4496111,13.9,24.7,16.1,0,Y,N
2017-03-25,107465.98,138.7947558,15.3,29.7,13.5,0,Y,N
2017-03-26,104189.1,147.4805929,19.3,26.7,14.6,0,Y,N
2017-03-27,116237.22,118.5621993,19.3,31.9,7.6,0,Y,N
2017-03-28,111032.975,121.9056323,11.9,24.3,17.8,4.2,Y,N
2017-03-29,109640.33,133.7982653,13.9,27.2,14.7,0.2,Y,N
2017-03-30,107491.87,115.1902122,10.2,17.9,13,3.4,Y,N
2017-03-31,110662.245,145.2190605,10.1,17.9,12.3,2.8,N,N
2017-04-01,97402.265,99.24918178,10,19,13.5,0,N,N
2017-04-02,94477.095,92.91573517,11.7,18.2,10.1,0.4,N,N
2017-04-03,107895.525,106.4521598,8.2,21.5,16.8,0,N,N
2017-04-04,113138.67,122.6614787,10,24.4,16.4,0,N,N
2017-04-05,114191.35,142.2804267,11,25.4,15.8,0,N,N
2017-04-06,114817.305,126.1819875,12,26.6,13.5,0,N,N
2017-04-07,110160.025,101.330421,12.7,26.2,15.6,0,N,N
2017-04-08,99084.74,95.86797769,18.6,28.1,13.8,0,N,N
2017-04-09,96041.895,74.59163318,11.7,15.2,6.5,10.6,N,N
2017-04-10,113287.055,111.8004887,9,17,3,25.4,N,N
2017-04-11,114159.965,130.0368734,12.3,18.5,13.5,15.4,N,N
2017-04-12,114335.995,126.572879,10.8,19.3,14,0,N,N
2017-04-13,112704.045,117.5356502,10.9,22.2,13.9,0,N,N
2017-04-14,97436.41,109.7650221,13,17.9,8.9,0,N,Y
2017-04-15,99608.57,116.7828491,11.8,17.3,9.7,0,N,Y
2017-04-16,96594.745,95.64640701,9.9,22.6,10.1,0,N,Y
2017-04-17,99945.495,104.5781895,11.1,18.3,10.9,0,N,Y
2017-04-18,111955.175,112.8247059,9.5,20.4,13.7,0,N,N
2017-04-19,114436.97,101.3145524,13,26.9,12.7,0,Y,N
2017-04-20,112816.68,104.0781031,14.6,26.5,12.4,0,Y,N
2017-04-21,114522.44,133.2265993,16.5,20.9,3.6,9.4,Y,N
2017-04-22,102528.4,111.6671228,16.9,22.5,11.8,4.6,Y,N
2017-04-23,97356.565,90.72665105,14.4,21.8,11.9,0,Y,N
2017-04-24,109421.815,113.2589368,15.9,24.7,9.9,0,Y,N
2017-04-25,101548.735,86.79007255,16.2,17.7,5.8,21.6,Y,Y
2017-04-26,116795.245,100.6986846,10.1,14.5,6.4,20,Y,N
2017-04-27,126329.53,145.6827349,8.3,15.6,7.1,15.4,Y,N
2017-04-28,120144.19,120.8095221,9.4,19.8,6,0.4,Y,N
2017-04-29,104864.05,100.81967,14.9,18.1,7.9,0.2,Y,N
2017-04-30,103756.535,109.5772954,13.6,17.8,7.3,0,Y,N
2017-05-01,115103.775,99.15947403,13.6,20.4,8.7,0,Y,N
2017-05-02,120718.64,109.9227693,10.4,15.2,9.4,2.4,Y,N
2017-05-03,129196.445,128.6399556,7.4,15.3,10.8,0.8,Y,N
2017-05-04,127260.05,123.4720662,5.8,16.9,12,0,Y,N
2017-05-05,123150.385,108.2886014,6.2,20.5,10.6,0,Y,N
2017-05-06,105013.07,81.77832735,9.6,20,6.1,0.2,Y,N
2017-05-07,107424.07,104.9084029,8.9,14.8,9.4,1.4,Y,N
2017-05-08,125858.27,132.9735336,10.1,15.8,7.2,1.8,Y,N
2017-05-09,126760.71,138.9914155,10.9,15.9,7.3,1.6,Y,N
2017-05-10,125747.735,149.6227486,8.1,17.7,11.3,0,Y,N
2017-05-11,128753.13,170.2926448,6.1,16.5,8.6,0,Y,N
2017-05-12,123523,129.309377,5.9,19.5,9.9,0,Y,N
2017-05-13,109477.42,130.3168298,8.4,15.6,10.1,0.2,Y,N
2017-05-14,107497.03,126.9174946,6.4,15.1,7.7,0,Y,N
2017-05-15,125871.915,134.6420324,6.3,16.9,8.2,0,Y,N
2017-05-16,127820.715,128.3149076,5.6,18.2,9,0,Y,N
2017-05-17,125072.675,123.8345994,7.6,17,3.8,0,Y,N
2017-05-18,122910.48,107.8423351,10.7,20.2,9.8,0.8,Y,N
2017-05-19,123351.45,96.44024977,10.2,17.8,2.5,0,Y,N
2017-05-20,109111.615,88.1358791,10.2,19.3,9.8,0,Y,N
2017-05-21,105912.16,76.78217982,10.8,18.7,6.8,0,Y,N
2017-05-22,113551.04,72.93148803,10.4,20.3,10.1,0,Y,N
2017-05-23,119127.205,96.83763464,12.8,19.3,7.4,0,Y,N
2017-05-24,121571.97,103.2410383,11.7,17.1,8,0,Y,N
2017-05-25,124010.03,108.5190134,13.7,18.5,5.7,0,Y,N
2017-05-26,123130.6,94.69622997,13.1,18,8.2,0,Y,N
2017-05-27,104643.675,60.86010195,11.9,17.8,8.3,0,Y,N
2017-05-28,110029.55,72.34164142,10.2,15.3,7.6,6.8,Y,N
2017-05-29,130516.1,96.084781,7.7,14.8,8,1.4,Y,N
2017-05-30,132762.38,95.71447434,9.3,13.1,6.9,2.2,Y,N
2017-05-31,139030.795,120.6492316,6.7,13,8.5,5.4,Y,N
2017-06-01,140202.735,113.3116143,7.9,13.9,4.7,0.4,Y,N
2017-06-02,136856.8,96.83774741,8,14.7,7.3,0,Y,N
2017-06-03,122161.405,107.2457298,9.9,14.3,8.3,0,Y,N
2017-06-04,118953.95,109.7429759,4.4,15.8,9.3,0,Y,N
2017-06-05,132877.45,101.1322774,5.6,17.5,5,0,Y,N
2017-06-06,133274.53,97.89246038,8.7,13.9,6.3,6.4,Y,N
2017-06-07,136116.12,105.6961681,5.9,14.3,9.2,0,Y,N
2017-06-08,139511.78,110.1268719,3.6,15,7.2,0,Y,N
2017-06-09,130994.54,99.97713568,6.6,15,7.8,1.8,Y,N
2017-06-10,120698.915,97.62212413,7,15.8,8.9,0,Y,N
2017-06-11,113374.465,87.88338857,3.4,15.5,8.6,0.2,Y,N
2017-06-12,117691.685,101.7060988,6,15.9,5.1,0,Y,Y
2017-06-13,135184.95,109.9512443,8.8,15.1,6.6,0,Y,N
2017-06-14,136253.42,93.58978215,4,17.4,8.9,0,Y,N
2017-06-15,135303.255,102.837272,7.7,19,7.4,0,Y,N
2017-06-16,135269.635,107.362224,6.6,17.1,8.9,0,Y,N
2017-06-17,121178.68,104.2875868,4.2,15.5,9.2,0,Y,N
2017-06-18,116112.74,93.61692763,5.4,16.3,7.9,0,Y,N
2017-06-19,134925.74,95.96949334,7.1,16.1,6,0,Y,N
2017-06-20,131996.97,85.79783203,6.4,15.8,9.2,0,Y,N
2017-06-21,139814.3,106.9667247,7.8,13.5,5,0.6,Y,N
2017-06-22,140348.57,94.85896751,6.7,14.1,6.7,0.2,Y,N
2017-06-23,132029.575,80.26993871,7.4,14.9,8.2,0,Y,N
2017-06-24,122393.325,84.97094445,8.3,12.3,7.3,1.4,Y,N
2017-06-25,118103.865,72.87051538,8.6,14.3,5.3,0,Y,N
2017-06-26,138040.38,104.3154945,8.8,12.6,7.8,1.4,Y,N
2017-06-27,144526.63,100.1993406,6,12.1,4.4,0,Y,N
2017-06-28,141351.895,98.53810322,6.8,14.1,5.4,0,Y,N
2017-06-29,138124.06,102.5250395,9.2,13.7,5,0,Y,N
2017-06-30,139275.775,124.6840444,7.1,12.3,8.4,4.4,N,N
2017-07-01,125949.5,114.7570772,1.1,12.7,9.3,0,N,N
2017-07-02,120137.45,110.1092823,0.8,14.3,9.2,0,N,N
2017-07-03,139765.32,150.612766,3.8,13.9,3.9,0,N,N
2017-07-04,134029.805,132.5455181,9,16.2,6.4,3,N,N
2017-07-05,134084.665,146.1761256,10.1,15.8,6.5,0,N,N
2017-07-06,137899.715,141.6793728,4.8,15,8.7,0,N,N
2017-07-07,134078.07,131.2653815,8,14.2,9.4,0,N,N
2017-07-08,123687.97,129.135411,5.3,13.5,5.1,0,N,N
2017-07-09,116064.03,115.1296024,7.3,14.6,7.3,0.8,N,N
2017-07-10,133132.325,123.9739271,7,16,5.7,0,N,N
2017-07-11,137352.78,148.6794952,6.9,14.3,9.7,0.4,N,N
2017-07-12,138152.105,117.9532423,3.2,15.1,9.8,0,N,N
2017-07-13,134622.39,106.1487634,4.8,13.3,5.5,0,N,N
2017-07-14,131387.745,111.3949826,9.9,15.9,8.6,2,N,N
2017-07-15,124486.695,136.1065517,4.5,12,9.4,0,N,N
2017-07-16,119927.64,102.1491373,3,12.5,7.8,0,N,N
2017-07-17,131868.24,99.85163753,5.7,15.3,6.3,0,N,N
2017-07-18,136121.835,109.9969729,9.7,14.5,5.8,0.2,Y,N
2017-07-19,133906.26,109.5605504,8.9,13.2,7.7,5,Y,N
2017-07-20,139316.29,133.736501,7.9,10.7,5.9,0.6,Y,N
2017-07-21,140073.895,130.1927109,3.3,13.8,10.3,4.2,Y,N
2017-07-22,122397.13,91.65608062,5.4,12.4,7,0,Y,N
2017-07-23,118007.665,107.8923323,8.4,14.1,5.4,0,Y,N
2017-07-24,136330.59,122.6544774,8.1,16.1,8.3,7,Y,N
2017-07-25,129699.265,113.0336114,9.8,17.2,9,0,Y,N
2017-07-26,133198.34,117.2808433,10.9,15,8.7,2.4,Y,N
2017-07-27,136003.915,117.3154738,4.4,14.2,8.7,2,Y,N
2017-07-28,130432.05,111.3069682,6.2,14.3,9.8,2.8,Y,N
2017-07-29,111331.235,93.45310086,9.7,17.9,10.1,0,Y,N
2017-07-30,107580.495,91.41616627,11.3,18.1,8.3,0,Y,N
2017-07-31,132276.88,137.4766901,6.7,14.8,11.5,0,Y,N
2017-08-01,137617.88,137.9754246,3.5,15.5,11.5,0,Y,N
2017-08-02,140729.185,113.4923335,3.4,12.9,7.5,0,Y,N
2017-08-03,151355.43,169.2338271,3.1,9,4.4,0,Y,N
2017-08-04,141647.895,110.3517269,4.3,12.1,7.2,6.6,Y,N
2017-08-05,116696.455,82.76667325,8.8,14.2,11.7,0,Y,N
2017-08-06,117351.14,86.20220241,9,13,8.2,0,Y,N
2017-08-07,138963.175,111.4890145,7.7,12.3,7.3,4.2,Y,N
2017-08-08,139108.435,111.5513751,7.9,15,7.5,2.2,Y,N
2017-08-09,130044.375,105.283102,8.9,16.8,11.5,0,Y,N
2017-08-10,122361.925,86.91654833,11.4,18.8,8.4,0,Y,N
2017-08-11,122862.345,78.92563543,10.3,16.4,9.3,0,Y,N
2017-08-12,113669.45,77.12359093,10.3,17.9,9.9,2.8,Y,N
2017-08-13,106274.56,68.29417174,9.4,18.7,11.1,2,Y,N
2017-08-14,121533.955,101.399598,12.3,20.1,12.6,0,Y,N
2017-08-15,127193.3,99.0861742,10.4,17.5,3.2,0.2,Y,N
2017-08-16,121445.38,72.16481732,12.1,18.1,10.9,0.8,Y,N
2017-08-17,129223.805,73.71456005,9.3,15.6,9.1,1.8,Y,N
2017-08-18,133562.985,92.10754493,8,12.2,9.4,2.8,Y,N
2017-08-19,124852.67,97.96893516,5.9,11.8,11.6,7.2,Y,N
2017-08-20,119798.995,92.81587829,5.1,13.3,13.9,2,Y,N
2017-08-21,140410.295,108.906684,6.8,12.7,7.9,0.6,Y,N
2017-08-22,133809.455,107.9380963,5.7,16.8,11.1,1.6,Y,N
2017-08-23,133056.82,106.6475104,8.3,18.1,9.7,0,Y,N
2017-08-24,135619.94,118.9186938,5.2,13.3,13,9.2,Y,N
2017-08-25,133666.575,120.1723289,4.9,15,13.3,0.6,Y,N
2017-08-26,117444.1,93.65754189,9.9,15.3,8.5,0,Y,N
2017-08-27,115177.935,93.11747779,5.8,10.7,11.8,7.8,Y,N
2017-08-28,139414.495,163.4092605,5.8,11.8,14.6,0.6,Y,N
2017-08-29,139814.04,143.84804,5.4,12.9,9.1,0,Y,N
2017-08-30,137513.465,118.2950765,7.7,13.8,12.3,0.6,Y,N
2017-08-31,133982.255,115.4257008,4,16.7,15.9,0.2,Y,N
2017-09-01,128707.425,102.2781632,3.7,17,14.4,0,Y,N
2017-09-02,114098.115,89.32991678,7.3,18.4,6.3,0,Y,N
2017-09-03,103964.33,67.07312753,13.4,17.2,6.3,0,Y,N
2017-09-04,128001.055,93.82662098,8.8,13.7,13.4,0.4,Y,N
2017-09-05,137696.67,95.60201814,6.5,13.3,11,0.2,Y,N
2017-09-06,134819.945,101.0173763,6.7,15.1,11,4.8,Y,N
2017-09-07,133405.72,93.02525491,7.9,15.2,9.5,0.8,Y,N
2017-09-08,132543.1,102.4160808,8,13.5,13.1,3.2,Y,N
2017-09-09,120454.01,96.91024413,7.1,14.9,15.9,1.2,Y,N
2017-09-10,114584.065,91.88390937,5.3,16.1,12.3,0.2,Y,N
2017-09-11,127169.03,86.68557783,8.1,18.1,7,0,Y,N
2017-09-12,130906.89,94.77296866,12.2,19.9,3.5,0.2,Y,N
2017-09-13,127192.315,88.36193594,13.3,16.4,8.2,2,Y,N
2017-09-14,131986.805,89.57361118,5.8,15.3,10.8,1.4,Y,N
2017-09-15,128761.605,89.23620112,9.6,16.7,7,0,Y,N
2017-09-16,111301.56,89.60758713,7.4,13.3,16.7,21.4,Y,N
2017-09-17,104766,75.50959889,4,18.1,19,0.2,Y,N
2017-09-18,115123.54,79.7834479,10.5,22,15.7,0,Y,N
2017-09-19,124033.955,92.37276862,9,13.9,16.6,0.2,Y,N
2017-09-20,123461.38,82.59561088,6,19.2,17.3,0,Y,N
2017-09-21,119309.93,74.95776902,11.6,23.6,13,0,Y,N
2017-09-22,116611.25,75.28911916,12.8,25.6,15.6,0,N,N
2017-09-23,101012.29,63.0173962,14.8,30.6,17.3,0,N,N
2017-09-24,92608.24,43.1973476,12.9,19.9,12,0.4,N,N
2017-09-25,119126.485,71.24106571,10.3,14.2,10.9,1.6,N,N
2017-09-26,124452.94,79.80022526,5,15.1,20.4,0.4,N,N
2017-09-27,119028.07,72.5455091,9.6,24.6,11.7,0,N,N
2017-09-28,116655.855,61.64955658,10.4,18.5,12.8,0,N,N
2017-09-29,102847.255,42.63467565,10.6,18.4,14.5,0,N,Y
2017-09-30,100701.82,47.30994353,11,15.4,16.1,1,N,N
2017-10-01,103556.74,58.98962758,9.7,17.2,9.2,0,N,N
2017-10-02,119226.42,74.49715829,9.5,16.4,16.4,0,N,N
2017-10-03,118856.415,79.05914605,6.8,22.3,21.8,0,N,N
2017-10-04,114604.62,71.10873323,8.5,20.8,21.6,0,N,N
2017-10-05,113134.58,65.31573626,11.7,19.4,10.4,0,N,N
2017-10-06,118359.28,53.42903945,10.1,15,16.8,2.4,N,N
2017-10-07,101974.595,38.89411226,7.2,23.7,17.3,0.2,N,N
2017-10-08,97053.545,56.16035213,11.1,25.3,19.5,0,N,N
2017-10-09,111432.365,68.87949682,14,18.7,16.7,2.4,N,N
2017-10-10,116556.425,77.45230854,8,18.8,23.6,0.2,Y,N
2017-10-11,114133.54,55.55322179,9.8,25.6,7.5,0,Y,N
2017-10-12,113957.735,56.95927733,10.5,19.2,15.6,10,Y,N
2017-10-13,117048.725,83.75674609,13.1,16.7,12.5,0,Y,N
2017-10-14,102037.165,85.40388327,8.2,16.1,23.6,0,Y,N
2017-10-15,98108.815,71.60289058,6.8,17.6,24.5,0,Y,N
2017-10-16,115907.395,84.01322671,11.3,28.6,23.8,0,Y,N
2017-10-17,117470.22,76.51584579,12.8,30.2,24.9,0,Y,N
2017-10-18,121087.1,92.33412136,14.5,30.9,25.1,0,Y,N
2017-10-19,118201.175,80.3767171,21.7,25.6,9.8,0,Y,N
2017-10-20,108412.665,72.71584684,11.3,16.2,24,2.6,Y,N
2017-10-21,102195.975,73.10833941,11,15.4,12.8,0,Y,N
2017-10-22,100571.04,76.32822257,11.1,16,13,0,Y,N
2017-10-23,115549.435,90.67566504,11.9,19,21.8,0,Y,N
2017-10-24,118010.31,91.93047541,12.1,20.5,18.7,0.2,Y,N
2017-10-25,115813.03,98.04241531,13.3,18.5,12.5,11.4,Y,N
2017-10-26,117333.445,89.91123068,12.9,16.8,12.2,0.2,Y,N
2017-10-27,112633.265,78.66088236,10.3,27.4,26.1,0,Y,N
2017-10-28,100746.42,81.09446701,15,21.4,16.8,0.4,Y,N
2017-10-29,92182.955,61.46252749,11.5,28.6,27.1,0,Y,N
2017-10-30,112227.65,77.42179007,8.8,17,17,4.4,Y,N
2017-10-31,116179.47,86.95725767,8.1,16.4,24.8,6,Y,N
2017-11-01,116632.09,87.02754256,11.9,18,14.2,0.4,Y,N
2017-11-02,120470.785,87.51016268,11.3,17.4,17,1.4,Y,N
2017-11-03,113451.995,76.92584895,9.4,16.6,20.5,1.4,Y,N
2017-11-04,101610.815,78.73458189,8.3,15.8,24.6,0.4,Y,N
2017-11-05,95368.165,77.63660268,6.4,17.6,24.1,0,Y,N
2017-11-06,104632.79,80.93422103,10.9,16.1,18.9,0,Y,N
2017-11-07,100592.295,78.3177663,10,15.8,18.8,3.4,Y,Y
2017-11-08,111738.485,90.99575509,12.1,16.9,25.4,0,Y,N
2017-11-09,113539.935,85.58259467,8.7,21.8,28.8,0,Y,N
2017-11-10,115156.445,92.61553695,12.1,27.2,23.7,0,Y,N
2017-11-11,104194.345,83.49493924,14.8,24.7,28.8,0,Y,N
2017-11-12,98774.235,73.95006482,13.2,23.3,25,0,Y,N
2017-11-13,125795.84,102.5536814,13.7,33,29.5,0,Y,N
2017-11-14,135420.82,94.73168487,18.2,33.9,29.5,0,Y,N
2017-11-15,130385.05,90.97415977,21.5,31.4,16.9,0,Y,N
2017-11-16,116715.965,88.81610737,18.1,21.3,4.8,3.6,Y,N
2017-11-17,117797.62,99.44627676,16.4,26.8,22.9,4.2,Y,N
2017-11-18,106730.21,89.77027766,16.1,28.1,20.1,0,Y,N
2017-11-19,101256.78,81.88131427,15.1,29.3,27.5,24.8,Y,N
2017-11-20,128658.27,131.3009413,16.6,30.8,28.6,0,Y,N
2017-11-21,137151.495,152.7547663,17.8,32.9,29.5,0,Y,N
2017-11-22,138882.25,116.8798367,18.7,32.6,30.6,0,Y,N
2017-11-23,135162.115,105.2716657,16.2,31.9,18.9,0,Y,N
2017-11-24,133951.29,116.5617909,18.6,30.7,13.8,1,Y,N
2017-11-25,121219.595,99.01042074,19.3,32.5,17,0.4,Y,N
2017-11-26,108717.875,83.11451412,19.4,28.3,,3.4,Y,N
2017-11-27,115429.005,84.60892315,16.5,21.2,20.5,1.4,Y,N
2017-11-28,129798.47,130.5019687,13.7,31,31.1,0.2,Y,N
2017-11-29,151730.95,166.5526468,18.5,35.8,28.3,0,Y,N
2017-11-30,154632.335,131.4914339,22.5,34.9,23.1,0,Y,N
2017-12-01,125141.9,87.15229595,21.5,23.5,1.6,1.8,Y,N
2017-12-02,99234.22,66.25585865,14.7,16.4,0.7,20.6,Y,N
2017-12-03,92487.705,67.75806637,11.5,17.1,14.4,43.8,Y,N
2017-12-04,111625.98,84.04175782,12.4,17.5,7.9,5.4,Y,N
2017-12-05,113063.675,82.84205791,10.8,22.8,22.9,1.8,Y,N
2017-12-06,115383.13,89.56405055,13.6,21.3,23.6,0,Y,N
2017-12-07,115736.97,102.5919318,11.6,21.9,19.8,0,Y,N
2017-12-08,109568.47,87.46772198,11.4,18.7,28.5,25.2,Y,N
2017-12-09,99334.8,82.98083753,12.7,23,19.2,0,Y,N
2017-12-10,97715.01,81.0891636,14.5,22.2,31.4,0,Y,N
2017-12-11,114680.185,97.60539576,16.4,20.7,26.3,0,Y,N
2017-12-12,121945.175,104.9958379,15.8,26.4,31.3,0,Y,N
2017-12-13,146933.095,94.49815198,15.8,37.6,32,0,Y,N
2017-12-14,129280.81,101.8652498,20.5,23.1,21.7,0,Y,N
2017-12-15,120821.055,105.4358596,14.1,26.4,32.1,0,Y,N
2017-12-16,110154.36,99.47541633,13.8,24.6,31,0,Y,N
2017-12-17,107212.84,82.04932328,15.7,24.5,30.5,0,Y,N
2017-12-18,138949.675,117.2653843,17.1,33,22.1,0,Y,N
2017-12-19,142870.395,106.4977263,19.7,37.4,12.1,0,Y,N
2017-12-20,114916.99,78.73760078,15.8,24.5,19,20.6,Y,N
2017-12-21,114462.53,85.77543165,12.3,23.7,31.9,0,Y,N
2017-12-22,116428.79,81.598863,13.6,27.7,26.6,0,N,N
2017-12-23,109364.01,79.89884834,14.7,30.2,21.2,0,N,N
2017-12-24,92856.23,58.93911386,15.8,19.4,25.7,0.4,N,N
2017-12-25,85094.375,44.90030063,15.1,21.4,29,0,N,Y
2017-12-26,98638.855,72.84524212,12.5,30.5,31.9,0,N,Y
2017-12-27,128753.755,113.6548037,17.3,34.5,30.6,0,N,N
2017-12-28,130699.155,109.4926892,24,32.8,13.5,0,N,N
2017-12-29,115572.045,93.83408893,18.6,24.4,9.3,0.2,N,N
2017-12-30,96358.975,59.47516902,15.6,21.3,13.6,8.4,N,N
2017-12-31,95700.48,61.49347092,12,25.7,31.7,0.2,N,N
2018-01-01,95959.685,71.8177473,16.6,25.3,31.4,0,N,Y
2018-01-02,105277.85,69.38772963,16.4,21.8,29.7,0,N,N
2018-01-03,106373.825,67.23811677,14.6,21,27.2,0,N,N
2018-01-04,113337.685,78.7381874,14.1,23.6,31.8,0.2,N,N
2018-01-05,123247.735,90.82817034,14.7,30.7,31.7,0,N,N
2018-01-06,133705.845,75.59138621,18.8,41.7,31.5,0,N,N
2018-01-07,107142.815,80.97604617,18.7,21.8,11,0,N,N
2018-01-08,118832.07,87.93157864,17.3,21.9,17.5,0,N,N
2018-01-09,111361.05,76.71739452,15.7,22.5,30,0,N,N
2018-01-10,116530.04,80.21227444,13.6,25.6,23.5,0,N,N
2018-01-11,139607.905,87.80265805,15.5,34.5,28.6,0,N,N
2018-01-12,132022.87,94.00071925,20.4,30,1.7,1,N,N
2018-01-13,98977.05,73.27654592,16,20.9,10.7,7,N,N
2018-01-14,92021.68,66.65958191,12.7,19.5,27.5,15,N,N
2018-01-15,109389.095,86.37851455,14.6,20.9,21.1,0,N,N
2018-01-16,116074.03,92.83687768,12.9,26.9,31.1,0,N,N
2018-01-17,129286.365,100.2774263,12.4,30.3,30.9,0,N,N
2018-01-18,154648.065,1210.13792,16.6,40,30.8,0,N,N
2018-01-19,165070.595,647.5741634,22.5,40.3,30.6,0,N,N
2018-01-20,124825.025,94.10481486,20.3,24.6,20.2,0,N,N
2018-01-21,127305.2,121.7119723,21,28.2,14.9,0,N,N
2018-01-22,137955.425,115.1294838,20.5,23.9,27.3,0,N,N
2018-01-23,128314.47,102.3741093,18,23.6,28.3,0,N,N
2018-01-24,128899.765,103.427874,14.8,23.3,27.5,0,N,N
2018-01-25,139245.21,155.5028059,17.1,26.6,28.1,0,N,N
2018-01-26,128599.46,91.43489281,19.4,28.4,19.9,0,N,Y
2018-01-27,139114.585,104.878878,21.2,33.2,27.5,3.4,N,N
2018-01-28,159436.69,290.419644,22.7,38.1,28.5,0,N,N
2018-01-29,160437.565,107.6574249,27.8,33.5,7.3,0,N,N
2018-01-30,115239.57,78.57443881,15.6,21,14.1,38.8,N,N
2018-01-31,108524.18,65.21755805,14.6,19.1,19.6,0,Y,N
2018-02-01,109949.21,72.41222981,12.1,22.5,28.9,0.2,Y,N
2018-02-02,112946.34,80.45435373,13.4,22.1,28.4,0,Y,N
2018-02-03,104947.325,86.51700791,15.8,28.1,26.7,0,Y,N
2018-02-04,106065.935,98.92184656,14.7,25.7,28.5,0,Y,N
