date,demand,school_day,holiday
2017-04-13,112704.045,N,N
2017-04-14,97436.41,N,Y
2017-04-15,99608.57,N,Y
2017-04-16,96594.745,N,Y
2017-04-17,99945.495,N,Y
2017-04-18,111955.175,N,N
2017-04-19,114436.97,Y,N
2017-04-20,112816.68,Y,N
2017-04-21,114522.44,Y,N
2017-04-22,102528.4,Y,N
2017-04-23,97356.565,Y,N
2017-04-24,109421.815,Y,N
2017-04-25,101548.735,Y,Y
2017-04-26,116795.245,Y,N
2017-04-27,126329.53,Y,N
2017-04-28,120144.19,Y,N
2017-04-29,104864.05,Y,N
2017-04-30,103756.535,Y,N
2017-05-01,115103.775,Y,N
2017-05-02,120718.64,Y,N
2017-05-03,129196.445,Y,N
2017-05-04,127260.05,Y,N
2017-05-05,123150.385,Y,N
2017-05-06,105013.07,Y,N
2017-05-07,107424.07,Y,N
2017-05-08,125858.27,Y,N
2017-05-09,126760.71,Y,N
2017-05-10,125747.735,Y,N
2017-05-11,128753.13,Y,N
2017-05-12,123523,Y,N
2017-05-13,109477.42,Y,N
2017-05-14,107497.03,Y,N
2017-05-15,125871.915,Y,N
2017-05-16,127820.715,Y,N
2017-05-17,125072.675,Y,N
2017-05-18,122910.48,Y,N
2017-05-19,123351.45,Y,N
2017-05-20,109111.615,Y,N
2017-05-21,105912.16,Y,N
2017-05-22,113551.04,Y,N
2017-05-23,119127.205,Y,N
2017-05-24,121571.97,Y,N
2017-05-25,124010.03,Y,N
2017-05-26,123130.6,Y,N
2017-05-27,104643.675,Y,N
2017-05-28,110029.55,Y,N
2017-05-29,130516.1,Y,N
2017-05-30,132762.38,Y,N
2017-05-31,139030.795,Y,N
2017-06-01,140202.735,Y,N
2017-06-02,136856.8,Y,N
2017-06-03,122161.405,Y,N
2017-06-04,118953.95,Y,N
2017-06-05,132877.45,Y,N
2017-06-06,133274.53,Y,N
2017-06-07,136116.12,Y,N
2017-06-08,139511.78,Y,N
2017-06-09,130994.54,Y,N
2017-06-10,120698.915,Y,N
2017-06-11,113374.465,Y,N
2017-06-12,117691.685,Y,Y
2017-06-13,135184.95,Y,N
2017-06-14,136253.42,Y,N
2017-06-15,135303.255,Y,N
2017-06-16,135269.635,Y,N
2017-06-17,121178.68,Y,N
2017-06-18,116112.74,Y,N
2017-06-19,134925.74,Y,N
2017-06-20,131996.97,Y,N
2017-06-21,139814.3,Y,N
2017-06-22,140348.57,Y,N
2017-06-23,132029.575,Y,N
2017-06-24,122393.325,Y,N
2017-06-25,118103.865,Y,N
2017-06-26,138040.38,Y,N
2017-06-27,144526.63,Y,N
2017-06-28,141351.895,Y,N
2017-06-29,138124.06,Y,N
2017-06-30,139275.775,N,N
2017-07-01,125949.5,N,N
2017-07-02,120137.45,N,N
2017-07-03,139765.32,N,N
2017-07-04,134029.805,N,N
2017-07-05,134084.665,N,N
2017-07-06,137899.715,N,N
2017-07-07,134078.07,N,N
2017-07-08,123687.97,N,N
2017-07-09,116064.03,N,N
2017-07-10,133132.325,N,N
2017-07-11,137352.78,N,N
2017-07-12,138152.105,N,N
2017-07-13,134622.39,N,N
2017-07-14,131387.745,N,N
2017-07-15,124486.695,N,N
2017-07-16,119927.64,N,N
2017-07-17,131868.24,N,N
2017-07-18,136121.835,Y,N
2017-07-19,133906.26,Y,N
2017-07-20,139316.29,Y,N
2017-07-21,140073.895,Y,N
2017-07-22,122397.13,Y,N
2017-07-23,118007.665,Y,N
2017-07-24,136330.59,Y,N
2017-07-25,129699.265,Y,N
2017-07-26,133198.34,Y,N
2017-07-27,136003.915,Y,N
2017-07-28,130432.05,Y,N
2017-07-29,111331.235,Y,N
2017-07-30,107580.495,Y,N
2017-07-31,132276.88,Y,N
2017-08-01,137617.88,Y,N
2017-08-02,140729.185,Y,N
2017-08-03,151355.43,Y,N
2017-08-04,141647.895,Y,N
2017-08-05,116696.455,Y,N
2017-08-06,117351.14,Y,N
2017-08-07,138963.175,Y,N
2017-08-08,139108.435,Y,N
2017-08-09,130044.375,Y,N
2017-08-10,122361.925,Y,N
2017-08-11,122862.345,Y,N
2017-08-12,113669.45,Y,N
2017-08-13,106274.56,Y,N
2017-08-14,121533.955,Y,N
2017-08-15,127193.3,Y,N
2017-08-16,121445.38,Y,N
2017-08-17,129223.805,Y,N
2017-08-18,133562.985,Y,N
2017-08-19,124852.67,Y,N
2017-08-20,119798.995,Y,N
2017-08-21,140410.295,Y,N
2017-08-22,133809.455,Y,N
2017-08-23,133056.82,Y,N
2017-08-24,135619.94,Y,N
2017-08-25,133666.575,Y,N
2017-08-26,117444.1,Y,N
2017-08-27,115177.935,Y,N
2017-08-28,139414.495,Y,N
2017-08-29,139814.04,Y,N
2017-08-30,137513.465,Y,N
2017-08-31,133982.255,Y,N
2017-09-01,128707.425,Y,N
2017-09-02,114098.115,Y,N
2017-09-03,103964.33,Y,N
2017-09-04,128001.055,Y,N
2017-09-05,137696.67,Y,N
2017-09-06,134819.945,Y,N
2017-09-07,133405.72,Y,N
2017-09-08,132543.1,Y,N
2017-09-09,120454.01,Y,N
2017-09-10,114584.065,Y,N
2017-09-11,127169.03,Y,N
2017-09-12,130906.89,Y,N
2017-09-13,127192.315,Y,N
2017-09-14,131986.805,Y,N
2017-09-15,128761.605,Y,N
2017-09-16,111301.56,Y,N
2017-09-17,104766,Y,N
2017-09-18,115123.54,Y,N
2017-09-19,124033.955,Y,N
2017-09-20,123461.38,Y,N
2017-09-21,119309.93,Y,N
2017-09-22,116611.25,N,N
2017-09-23,101012.29,N,N
2017-09-24,92608.24,N,N
2017-09-25,119126.485,N,N
2017-09-26,124452.94,N,N
2017-09-27,119028.07,N,N
2017-09-28,116655.855,N,N
2017-09-29,102847.255,N,Y
2017-09-30,100701.82,N,N
2017-10-01,103556.74,N,N
2017-10-02,119226.42,N,N
2017-10-03,118856.415,N,N
2017-10-04,114604.62,N,N
2017-10-05,113134.58,N,N
2017-10-06,118359.28,N,N
2017-10-07,101974.595,N,N
2017-10-08,97053.545,N,N
2017-10-09,111432.365,N,N
2017-10-10,116556.425,Y,N
2017-10-11,114133.54,Y,N
2017-10-12,113957.735,Y,N
2017-10-13,117048.725,Y,N
2017-10-14,102037.165,Y,N
2017-10-15,98108.815,Y,N
2017-10-16,115907.395,Y,N
2017-10-17,117470.22,Y,N
2017-10-18,121087.1,Y,N
2017-10-19,118201.175,Y,N
2017-10-20,108412.665,Y,N
2017-10-21,102195.975,Y,N
2017-10-22,100571.04,Y,N
2017-10-23,115549.435,Y,N
2017-10-24,118010.31,Y,N
2017-10-25,115813.03,Y,N
2017-10-26,117333.445,Y,N
2017-10-27,112633.265,Y,N
2017-10-28,100746.42,Y,N
2017-10-29,92182.955,Y,N
2017-10-30,112227.65,Y,N
2017-10-31,116179.47,Y,N
2017-11-01,116632.09,Y,N
2017-11-02,120470.785,Y,N
2017-11-03,113451.995,Y,N
2017-11-04,101610.815,Y,N
2017-11-05,95368.165,Y,N
2017-11-06,104632.79,Y,N
2017-11-07,100592.295,Y,Y
2017-11-08,111738.485,Y,N
2017-11-09,113539.935,Y,N
2017-11-10,115156.445,Y,N
2017-11-11,104194.345,Y,N
2017-11-12,98774.235,Y,N
2017-11-13,125795.84,Y,N
2017-11-14,135420.82,Y,N
2017-11-15,130385.05,Y,N
2017-11-16,116715.965,Y,N
2017-11-17,117797.62,Y,N
2017-11-18,106730.21,Y,N
2017-11-19,101256.78,Y,N
2017-11-20,128658.27,Y,N
2017-11-21,137151.495,Y,N
2017-11-22,138882.25,Y,N
2017-11-23,135162.115,Y,N
2017-11-24,133951.29,Y,N
2017-11-25,121219.595,Y,N
2017-11-26,108717.875,Y,N
2017-11-27,115429.005,Y,N
2017-11-28,129798.47,Y,N
2017-11-29,151730.95,Y,N
2017-11-30,154632.335,Y,N
2017-12-01,125141.9,Y,N
2017-12-02,99234.22,Y,N
2017-12-03,92487.705,Y,N
2017-12-04,111625.98,Y,N
2017-12-05,113063.675,Y,N
2017-12-06,115383.13,Y,N
2017-12-07,115736.97,Y,N
2017-12-08,109568.47,Y,N
2017-12-09,99334.8,Y,N
2017-12-10,97715.01,Y,N
2017-12-11,114680.185,Y,N
2017-12-12,121945.175,Y,N
2017-12-13,146933.095,Y,N
2017-12-14,129280.81,Y,N
2017-12-15,120821.055,Y,N
2017-12-16,110154.36,Y,N
2017-12-17,107212.84,Y,N
2017-12-18,138949.675,Y,N
2017-12-19,142870.395,Y,N
2017-12-20,114916.99,Y,N
2017-12-21,114462.53,Y,N
2017-12-22,116428.79,N,N
2017-12-23,109364.01,N,N
2017-12-24,92856.23,N,N
2017-12-25,85094.375,N,Y
2017-12-26,98638.855,N,Y
2017-12-27,128753.755,N,N
2017-12-28,130699.155,N,N
2017-12-29,115572.045,N,N
2017-12-30,96358.975,N,N
2017-12-31,95700.48,N,N
2018-01-01,95959.685,N,Y
2018-01-02,105277.85,N,N
2018-01-03,106373.825,N,N
2018-01-04,113337.685,N,N
2018-01-05,123247.735,N,N
2018-01-06,133705.845,N,N
2018-01-07,107142.815,N,N
2018-01-08,118832.07,N,N
2018-01-09,111361.05,N,N
2018-01-10,116530.04,N,N
2018-01-11,139607.905,N,N
2018-01-12,132022.87,N,N
2018-01-13,98977.05,N,N
2018-01-14,92021.68,N,N
2018-01-15,109389.095,N,N
2018-01-16,116074.03,N,N
2018-01-17,129286.365,N,N
2018-01-18,154648.065,N,N
2018-01-19,165070.595,N,N
2018-01-20,124825.025,N,N
2018-01-21,127305.2,N,N
2018-01-22,137955.425,N,N
2018-01-23,128314.47,N,N
2018-01-24,128899.765,N,N
2018-01-25,139245.21,N,N
2018-01-26,128599.46,N,Y
2018-01-27,139114.585,N,N
2018-01-28,159436.69,N,N
2018-01-29,160437.565,N,N
2018-01-30,115239.57,N,N
2018-01-31,108524.18,Y,N
2018-02-01,109949.21,Y,N
2018-02-02,112946.34,Y,N
2018-02-03,104947.325,Y,N
2018-02-04,106065.935,Y,N
2018-02-05,126465.96,Y,N
2018-02-06,137539.725,Y,N
2018-02-07,159307.315,Y,N
2018-02-08,149473.01,Y,N
2018-02-09,137101.87,Y,N
2018-02-10,118113.8,Y,N
2018-02-11,100440.29,Y,N
2018-02-12,116209.13,Y,N
2018-02-13,124882.715,Y,N
2018-02-14,115269.5,Y,N
2018-02-15,117260.245,Y,N
2018-02-16,114736.355,Y,N
2018-02-17,105799.935,Y,N
2018-02-18,105085.515,Y,N
2018-02-19,113116.425,Y,N
2018-02-20,120035.385,Y,N
2018-02-21,124481.415,Y,N
2018-02-22,133607.065,Y,N
2018-02-23,136328.345,Y,N
2018-02-24,119226.435,Y,N
2018-02-25,96305.07,Y,N
2018-02-26,117952.365,Y,N
2018-02-27,127894.285,Y,N
2018-02-28,123400.17,Y,N
2018-03-01,117346.26,Y,N
2018-03-02,119960.33,Y,N
2018-03-03,111096.305,Y,N
2018-03-04,101334.2,Y,N
2018-03-05,112527.285,Y,N
2018-03-06,113850.81,Y,N
2018-03-07,122717.5,Y,N
2018-03-08,128732.59,Y,N
2018-03-09,127805.485,Y,N
2018-03-10,120398.885,Y,N
2018-03-11,104486.18,Y,N
2018-03-12,97542.31,Y,Y
2018-03-13,112663.625,Y,N
2018-03-14,114195.35,Y,N
2018-03-15,116045.27,Y,N
2018-03-16,116284.345,Y,N
2018-03-17,110715.12,Y,N
2018-03-18,97262.705,Y,N
2018-03-19,111617.945,Y,N
2018-03-20,110794.26,Y,N
2018-03-21,111254.315,Y,N
2018-03-22,115020.505,Y,N
2018-03-23,119298.325,Y,N
2018-03-24,112312.695,Y,N
2018-03-25,98918.515,Y,N
2018-03-26,112488.215,Y,N
2018-03-27,116809.365,Y,N
2018-03-28,117744.005,Y,N
2018-03-29,116457.26,N,N
2018-03-30,97070.345,N,Y
2018-03-31,99687.64,N,Y
2018-04-01,98817.03,N,Y
2018-04-02,98258.25,N,Y
2018-04-03,113381.53,N,N
2018-04-04,115974.61,N,N
2018-04-05,117551.695,N,N
2018-04-06,115979.07,N,N
2018-04-07,105938.475,N,N
2018-04-08,100571.165,N,N
2018-04-09,118702.925,N,N
2018-04-10,122423.01,N,N
2018-04-11,121944.995,N,N
2018-04-12,119876.63,N,N
2018-04-13,113609.76,N,N
2018-04-14,105135.305,N,N
2018-04-15,104123.39,N,N
2018-04-16,115694.64,N,N
2018-04-17,121092.855,Y,N
2018-04-18,120784.875,Y,N
2018-04-19,120448.935,Y,N
2018-04-20,118324.09,Y,N
2018-04-21,107479.26,Y,N
2018-04-22,103662.05,Y,N
2018-04-23,117799.97,Y,N
2018-04-24,117642.645,Y,N
2018-04-25,106654.955,Y,Y
2018-04-26,117617.51,Y,N
2018-04-27,119079.465,Y,N
2018-04-28,108613.38,Y,N
2018-04-29,105277.715,Y,N
2018-04-30,121551.685,Y,N
2018-05-01,122642.235,Y,N
2018-05-02,118716.595,Y,N
2018-05-03,117357.835,Y,N
2018-05-04,116870.46,Y,N
2018-05-05,106892.995,Y,N
2018-05-06,105840.39,Y,N
2018-05-07,118254.555,Y,N
2018-05-08,122876.865,Y,N
2018-05-09,122721.46,Y,N
2018-05-10,128518.505,Y,N
2018-05-11,133467.37,Y,N
2018-05-12,111273.755,Y,N
2018-05-13,108729.71,Y,N
2018-05-14,129885.955,Y,N
2018-05-15,131900.52,Y,N
2018-05-16,133399.23,Y,N
2018-05-17,131757.155,Y,N
2018-05-18,127353.575,Y,N
2018-05-19,119262.145,Y,N
2018-05-20,112349.26,Y,N
2018-05-21,124046.805,Y,N
2018-05-22,126922.995,Y,N
2018-05-23,129352.83,Y,N
2018-05-24,129553.94,Y,N
2018-05-25,127957.57,Y,N
2018-05-26,115384.085,Y,N
2018-05-27,106044.51,Y,N
2018-05-28,119360.265,Y,N
2018-05-29,123142.76,Y,N
2018-05-30,127830.62,Y,N
2018-05-31,131159.945,Y,N
2018-06-01,135864.065,Y,N
2018-06-02,123226.075,Y,N
2018-06-03,121177.585,Y,N
2018-06-04,135385.41,Y,N
2018-06-05,132975.13,Y,N
2018-06-06,132038.425,Y,N
2018-06-07,128577.63,Y,N
2018-06-08,129910.015,Y,N
2018-06-09,120232.195,Y,N
2018-06-10,117037.865,Y,N
2018-06-11,113420.985,Y,Y
2018-06-12,127261.295,Y,N
2018-06-13,131574.605,Y,N
2018-06-14,130544.485,Y,N
2018-06-15,133009.01,Y,N
2018-06-16,124351.235,Y,N
2018-06-17,120785.595,Y,N
2018-06-18,138518.735,Y,N
2018-06-19,143830.12,Y,N
2018-06-20,141305.88,Y,N
2018-06-21,143542.02,Y,N
2018-06-22,140296.4,Y,N
2018-06-23,132165.425,Y,N
2018-06-24,125850.58,Y,N
2018-06-25,141972.715,Y,N
2018-06-26,142842.4,Y,N
2018-06-27,148100.13,Y,N
2018-06-28,150445.47,Y,N
2018-06-29,139188.48,N,N
2018-06-30,125394.425,N,N
2018-07-01,124313.07,N,N
2018-07-02,140713.255,N,N
2018-07-03,135759.275,N,N
2018-07-04,128580.975,N,N
2018-07-05,125861.6,N,N
2018-07-06,124242.52,N,N
2018-07-07,119717.435,N,N
2018-07-08,114562.215,N,N
2018-07-09,133874.475,N,N
2018-07-10,140342.995,N,N
2018-07-11,143461.125,N,N
2018-07-12,145767.1,N,N
2018-07-13,140542.95,N,N
2018-07-14,124491.53,N,N
2018-07-15,119464.315,N,N
2018-07-16,137446.75,N,N
2018-07-17,131367.09,Y,N
2018-07-18,132856.72,Y,N
2018-07-19,133778.445,Y,N
2018-07-20,135728.405,Y,N
2018-07-21,125928.62,Y,N
2018-07-22,114186.8,Y,N
2018-07-23,134664.655,Y,N
2018-07-24,132967.19,Y,N
2018-07-25,135308.295,Y,N
2018-07-26,137634.125,Y,N
2018-07-27,130119.5,Y,N
2018-07-28,116942.94,Y,N
2018-07-29,111555,Y,N
2018-07-30,135422.135,Y,N
2018-07-31,129519.995,Y,N
2018-08-01,134004.96,Y,N
2018-08-02,129025,Y,N
2018-08-03,129740.315,Y,N
2018-08-04,116238.175,Y,N
2018-08-05,104912.38,Y,N
2018-08-06,127198.78,Y,N
2018-08-07,131851.015,Y,N
2018-08-08,131939.5,Y,N
2018-08-09,135670.99,Y,N
2018-08-10,121875.355,Y,N
2018-08-11,119988.735,Y,N
2018-08-12,115231.85,Y,N
2018-08-13,127541.57,Y,N
2018-08-14,121073.45,Y,N
2018-08-15,122602.115,Y,N
2018-08-16,131137.065,Y,N
2018-08-17,125189.54,Y,N
2018-08-18,116571.26,Y,N
2018-08-19,119707.93,Y,N
2018-08-20,138918.385,Y,N
2018-08-21,138424.25,Y,N
2018-08-22,136240.845,Y,N
2018-08-23,131956.725,Y,N
2018-08-24,130210.94,Y,N
2018-08-25,116471.775,Y,N
2018-08-26,111436.265,Y,N
2018-08-27,131280.85,Y,N
2018-08-28,139563.095,Y,N
2018-08-29,136032.16,Y,N
2018-08-30,139752.545,Y,N
2018-08-31,130466.915,Y,N
2018-09-01,116344.565,Y,N
2018-09-02,118402.905,Y,N
2018-09-03,131448.995,Y,N
2018-09-04,128192.085,Y,N
2018-09-05,118307.155,Y,N
2018-09-06,116467.37,Y,N
2018-09-07,123583.52,Y,N
2018-09-08,109948.615,Y,N
2018-09-09,107838.95,Y,N
2018-09-10,123132.625,Y,N
2018-09-11,111096.53,Y,N
2018-09-12,112935.04,Y,N
2018-09-13,117880.565,Y,N
2018-09-14,111213.15,Y,N
2018-09-15,108632.355,Y,N
2018-09-16,113030.005,Y,N
2018-09-17,118208.24,Y,N
2018-09-18,119622.285,Y,N
2018-09-19,123787.77,Y,N
2018-09-20,125335.57,Y,N
2018-09-21,120372.48,N,N
2018-09-22,107731.72,N,N
2018-09-23,107332.1,N,N
2018-09-24,119535.715,N,N
2018-09-25,124797.085,N,N
2018-09-26,119238.345,N,N
2018-09-27,110878.67,N,N
2018-09-28,108622.42,N,Y
2018-09-29,109315.065,N,N
2018-09-30,106236.23,N,N
2018-10-01,114466.64,N,N
2018-10-02,114458.205,N,N
2018-10-03,115490.835,N,N
2018-10-04,115294.12,N,N
2018-10-05,112576.545,N,N
2018-10-06,102988.145,N,N
2018-10-07,100476.705,N,N
2018-10-08,113945.5,N,N
2018-10-09,116449.31,Y,N
2018-10-10,109551.08,Y,N
2018-10-11,110432.33,Y,N
2018-10-12,110457.335,Y,N
2018-10-13,96584.745,Y,N
2018-10-14,90918.615,Y,N
2018-10-15,108070.275,Y,N
2018-10-16,113889.41,Y,N
2018-10-17,112592.26,Y,N
2018-10-18,112806.585,Y,N
2018-10-19,107940.16,Y,N
2018-10-20,99368.855,Y,N
2018-10-21,98427.53,Y,N
2018-10-22,105893.615,Y,N
2018-10-23,109241.565,Y,N
2018-10-24,111423.365,Y,N
2018-10-25,112414.39,Y,N
2018-10-26,111145.12,Y,N
2018-10-27,97973.985,Y,N
2018-10-28,95624.015,Y,N
2018-10-29,110196.615,Y,N
2018-10-30,113459.025,Y,N
2018-10-31,114402.745,Y,N
2018-11-01,119350.665,Y,N
2018-11-02,116793.855,Y,N
2018-11-03,93859.285,Y,N
2018-11-04,96432.625,Y,N
2018-11-05,107014.075,Y,N
2018-11-06,100696.565,Y,Y
2018-11-07,106387.195,Y,N
2018-11-08,109430.37,Y,N
2018-11-09,112506.95,Y,N
2018-11-10,100203.55,Y,N
2018-11-11,94602.89,Y,N
2018-11-12,114159.595,Y,N
2018-11-13,120185.265,Y,N
2018-11-14,116487.58,Y,N
2018-11-15,108628.34,Y,N
2018-11-16,107405.925,Y,N
2018-11-17,90498.92,Y,N
2018-11-18,92043.13,Y,N
2018-11-19,113978.535,Y,N
2018-11-20,118330.625,Y,N
2018-11-21,106618.195,Y,N
2018-11-22,107278.83,Y,N
2018-11-23,113582.6,Y,N
2018-11-24,101352.12,Y,N
2018-11-25,96240.41,Y,N
2018-11-26,110547.605,Y,N
2018-11-27,109706.42,Y,N
2018-11-28,106684.825,Y,N
2018-11-29,112586.74,Y,N
2018-11-30,110031.82,Y,N
2018-12-01,100725.24,Y,N
2018-12-02,88903.065,Y,N
2018-12-03,107666.305,Y,N
2018-12-04,111718.075,Y,N
2018-12-05,114225.12,Y,N
2018-12-06,135452.26,Y,N
2018-12-07,156648.405,Y,N
2018-12-08,121237.47,Y,N
2018-12-09,102161.115,Y,N
2018-12-10,110803.765,Y,N
2018-12-11,114413.785,Y,N
2018-12-12,129715.465,Y,N
2018-12-13,114986.33,Y,N
2018-12-14,110025.465,Y,N
2018-12-15,102577.145,Y,N
2018-12-16,99110.775,Y,N
2018-12-17,112804.4,Y,N
2018-12-18,113485.105,Y,N
2018-12-19,119907.245,Y,N
2018-12-20,111880.525,Y,N
2018-12-21,102075.925,N,N
2018-12-22,92725.74,N,N
2018-12-23,94938.395,N,N
2018-12-24,112358.815,N,N
2018-12-25,98191.655,N,Y
2018-12-26,100017.195,N,Y
2018-12-27,129749.14,N,N
2018-12-28,133831.375,N,N
2018-12-29,108290.11,N,N
2018-12-30,99613.865,N,N
2018-12-31,103381.915,N,N
2019-01-01,98933.06,N,Y
2019-01-02,106470.675,N,N
2019-01-03,118789.605,N,N
2019-01-04,133288.46,N,N
2019-01-05,97262.79,N,N
2019-01-06,93606.215,N,N
2019-01-07,109874.9,N,N
2019-01-08,113446.1,N,N
2019-01-09,105483.435,N,N
2019-01-10,108078.695,N,N
2019-01-11,119728.635,N,N
2019-01-12,108628.96,N,N
2019-01-13,101853.24,N,N
2019-01-14,147070.535,N,N
2019-01-15,152496.245,N,N
2019-01-16,136971.755,N,N
2019-01-17,145211.49,N,N
2019-01-18,134898.21,N,N
2019-01-19,101692.45,N,N
2019-01-20,102283.13,N,N
2019-01-21,130517.97,N,N
2019-01-22,141444.78,N,N
2019-01-23,125501.15,N,N
2019-01-24,155891.345,N,N
2019-01-25,168894.845,N,N
2019-01-26,114818.665,N,Y
2019-01-27,99801.575,N,N
2019-01-28,112374.63,N,Y
2019-01-29,138455.455,N,N
2019-01-30,142113.375,N,N
2019-01-31,110277.21,Y,N
2019-02-01,104422.79,Y,N
2019-02-02,124749.065,Y,N
2019-02-03,133287.585,Y,N
2019-02-04,119168.96,Y,N
2019-02-05,119702.045,Y,N
2019-02-06,140497.815,Y,N
2019-02-07,141593.545,Y,N
2019-02-08,117327.495,Y,N
2019-02-09,95668.77,Y,N
2019-02-10,94786.72,Y,N
2019-02-11,114085.645,Y,N
2019-02-12,107697.205,Y,N
2019-02-13,106692.845,Y,N
2019-02-14,107655.08,Y,N
2019-02-15,113910.46,Y,N
2019-02-16,106467.235,Y,N
2019-02-17,108470.925,Y,N
2019-02-18,116995.065,Y,N
2019-02-19,110531.6,Y,N
2019-02-20,108972.305,Y,N
2019-02-21,110235.335,Y,N
2019-02-22,109901.76,Y,N
2019-02-23,99890.25,Y,N
2019-02-24,106877.865,Y,N
2019-02-25,133476.605,Y,N
2019-02-26,123114.115,Y,N
2019-02-27,125272.27,Y,N
2019-02-28,150472.255,Y,N
2019-03-01,163682.04,Y,N
2019-03-02,146265.115,Y,N
2019-03-03,138597.69,Y,N
2019-03-04,136528.81,Y,N
2019-03-05,126073.53,Y,N
2019-03-06,108723.615,Y,N
2019-03-07,114519.865,Y,N
2019-03-08,117281.2,Y,N
2019-03-09,106854.935,Y,N
2019-03-10,101994.055,Y,N
2019-03-11,103219.08,Y,Y
2019-03-12,110086.7,Y,N
2019-03-13,114740.52,Y,N
2019-03-14,112785.78,Y,N
2019-03-15,111179.125,Y,N
2019-03-16,105119.48,Y,N
2019-03-17,105669.045,Y,N
2019-03-18,121954.385,Y,N
2019-03-19,123290.835,Y,N
2019-03-20,123994.3,Y,N
2019-03-21,124181.405,Y,N
2019-03-22,128305.64,Y,N
2019-03-23,109147.65,Y,N
2019-03-24,104226.83,Y,N
2019-03-25,107583.935,Y,N
2019-03-26,108840.18,Y,N
2019-03-27,113307.595,Y,N
2019-03-28,113923.16,Y,N
2019-03-29,110768.285,Y,N
2019-03-30,101262.655,Y,N
2019-03-31,101119.835,Y,N
2019-04-01,116817.43,Y,N
2019-04-02,114927.205,Y,N
2019-04-03,115188.76,Y,N
2019-04-04,113763.835,Y,N
2019-04-05,111484.73,N,N
2019-04-06,102229.645,N,N
2019-04-07,93590.425,N,N
2019-04-08,108543.635,N,N
2019-04-09,111999.04,N,N
2019-04-10,120858.98,N,N
2019-04-11,116890.61,N,N
2019-04-12,114848.77,N,N
2019-04-13,105963.555,N,N
2019-04-14,98680,N,N
2019-04-15,114194.955,N,N
2019-04-16,115392.875,N,N
2019-04-17,117281.13,N,N
2019-04-18,111360.065,N,N
2019-04-19,95967.405,N,Y
2019-04-20,95654.36,N,Y
2019-04-21,94810.665,N,Y
2019-04-22,100246.51,N,Y
2019-04-23,114240.885,N,N
2019-04-24,113264.23,Y,N
2019-04-25,98112.465,Y,Y
2019-04-26,107226.59,Y,N
2019-04-27,105374.93,Y,N
2019-04-28,101057.43,Y,N
2019-04-29,118307.525,Y,N
2019-04-30,110515.6,Y,N
2019-05-01,111462.385,Y,N
2019-05-02,112948.4,Y,N
2019-05-03,110902.185,Y,N
2019-05-04,103616.145,Y,N
2019-05-05,104770.705,Y,N
2019-05-06,121535.485,Y,N
2019-05-07,116318.435,Y,N
2019-05-08,118801.84,Y,N
2019-05-09,122003.335,Y,N
2019-05-10,123850.86,Y,N
2019-05-11,113186.735,Y,N
2019-05-12,110416.88,Y,N
2019-05-13,119598.605,Y,N
2019-05-14,123005.31,Y,N
2019-05-15,126264.775,Y,N
2019-05-16,127389.485,Y,N
2019-05-17,126934.24,Y,N
2019-05-18,112990.635,Y,N
2019-05-19,104054.85,Y,N
2019-05-20,118733.42,Y,N
2019-05-21,121766.77,Y,N
2019-05-22,122015.59,Y,N
2019-05-23,119118.11,Y,N
2019-05-24,118924.765,Y,N
2019-05-25,104949.95,Y,N
2019-05-26,106153.43,Y,N
2019-05-27,130229.295,Y,N
2019-05-28,133799.655,Y,N
2019-05-29,136301.49,Y,N
2019-05-30,138857.135,Y,N
2019-05-31,133869.14,Y,N
2019-06-01,120653.435,Y,N
2019-06-02,118086.93,Y,N
2019-06-03,135437.85,Y,N
2019-06-04,136149.125,Y,N
2019-06-05,137844.815,Y,N
2019-06-06,134971.775,Y,N
2019-06-07,132003.44,Y,N
2019-06-08,117243.63,Y,N
2019-06-09,110669.42,Y,N
2019-06-10,108133.03,Y,Y
2019-06-11,122760.92,Y,N
2019-06-12,128127.75,Y,N
2019-06-13,128535.19,Y,N
2019-06-14,128153.195,Y,N
2019-06-15,121097.845,Y,N
2019-06-16,116811.39,Y,N
2019-06-17,129972.915,Y,N
2019-06-18,137922.22,Y,N
2019-06-19,144737.12,Y,N
2019-06-20,148609.595,Y,N
2019-06-21,144504.33,Y,N
2019-06-22,132829.29,Y,N
2019-06-23,133525.32,Y,N
2019-06-24,146856.8,Y,N
2019-06-25,145807.25,Y,N
2019-06-26,139351.56,Y,N
2019-06-27,131023.66,Y,N
2019-06-28,123546.62,N,N
2019-06-29,117924.13,N,N
2019-06-30,116150.915,N,N
2019-07-01,130565.58,N,N
2019-07-02,135866.75,N,N
2019-07-03,137327.7,N,N
2019-07-04,135182.725,N,N
2019-07-05,132774.295,N,N
2019-07-06,114660.9,N,N
2019-07-07,114469.88,N,N
2019-07-08,127307.26,N,N
2019-07-09,133803.985,N,N
2019-07-10,127092.715,N,N
2019-07-11,133131.52,N,N
2019-07-12,128384.14,N,N
2019-07-13,123954.31,N,N
2019-07-14,123740.265,N,N
2019-07-15,131739.2,N,N
2019-07-16,132941.77,Y,N
2019-07-17,135339.82,Y,N
2019-07-18,134119.14,Y,N
2019-07-19,132101.86,Y,N
2019-07-20,111288.905,Y,N
2019-07-21,111293.15,Y,N
2019-07-22,123618.42,Y,N
2019-07-23,129008.62,Y,N
2019-07-24,135782.545,Y,N
2019-07-25,132940.63,Y,N
